ISIN_NO,Lender,Eligibile Percentage,Security/Scheme Category,Instrument Type,AMC code,AMC Name,Security/Scheme Name,Scheme Type,Allowed,Status,Remark
INF179KA1RT1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y30496,HDFC Mutual Fund,HDFC Large and Mid Cap Fund - Regular Plan - Growth,Equity,1,,
INF179KC1BT3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Direct IDCW,Equity,1,,
INF179KC1BS5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Direct Growth,Equity,1,,
INF179KC1BU1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Direct IDCW Reinvestment,Equity,1,,
INF179KC1BW7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Regular IDCW,Equity,1,,
INF179KC1BV9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Regular Growth,Equity,1,,
INF179KC1BX5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49366,HDFC Mutual Fund,HDFC Multi Cap Fund Regular IDCW Reinvestment,Equity,1,,
INF179KC1AY5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Regular IDCW,Equity,1,,
INF179KC1AV1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Direct IDCW,Equity,1,,
INF179KC1AX7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Regular Growth,Equity,1,,
INF179KC1AU3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Direct Growth,Equity,1,,
INF179KC1AZ2,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Regular IDCW-Reinvestment,Equity,1,,
INF179KC1AW9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4Y923,HDFC Mutual Fund,HDFC Housing Opportunities Direct IDCW-Reinvest,Equity,1,,
INF179K01AK1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y585,HDFC Mutual Fund,HDFC Equity Savings Fund - Regular Plan - IDCW,Equity,1,,
INF179K01AL9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y585,HDFC Mutual Fund,HDFC Equity Savings Fund - Regular Plan - IDCW Reinvest,Equity,1,,
INF179K01AM7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y585,HDFC Mutual Fund,HDFC Equity Savings Fund - Regular Plan - Growth,Equity,1,,
INF179K01582,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y762,HDFC Mutual Fund,HDFC Flexi Cap Fund - Regular Plan - IDCW,Equity,1,,
INF179K01590,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y762,HDFC Mutual Fund,HDFC Flexi Cap Fund - Regular Plan - IDCW Reinvestment,Equity,1,,
INF179K01608,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y762,HDFC Mutual Fund,HDFC Flexi Cap Fund - Regular Plan - Growth,Equity,1,,
INF336L01AD0,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y02252,HSBC Mutual Fund,HSBC Flexi Cap Fund - IDCW,Equity,1,,
INF336L01AE8,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y02252,HSBC Mutual Fund,HSBC Flexi Cap Fund - IDCW Payout,Equity,1,,
INF336L01AF5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y02252,HSBC Mutual Fund,HSBC Flexi Cap Fund - Growth,Equity,1,,
INF336L01NX1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund Direct Plan IDCW,Equity,1,,
INF336L01NW3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund Direct Plan IDCW Payout,Equity,1,,
INF336L01NV5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund Direct Plan Growth,Equity,1,,
INF336L01OA7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund IDCW,Equity,1,,
INF336L01NZ6,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund IDCW Payout,Equity,1,,
INF336L01NY9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4677Y,HSBC Mutual Fund,HSBC Large and Midcap Equity Fund Growth,Equity,1,,
INF109K01431,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y00349,ICICI Prudential Mutual Fund,ICICI Prudential Large & Mid Cap Fund - Growth,Equity,1,,
INF109K01456,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y00349,ICICI Prudential Mutual Fund,ICICI Prudential Large & Mid Cap Fund - Institutional Option - I,Equity,1,,
INF109K01449,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y00349,ICICI Prudential Mutual Fund,ICICI Prudential Large & Mid Cap Fund - IDCW,Equity,1,,
INF109K01613,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y228,ICICI Prudential Mutual Fund,ICICI Prudential Multicap Fund - Growth,Equity,1,,
INF109K01639,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y228,ICICI Prudential Mutual Fund,ICICI Prudential Multicap Fund - Institutional Option - I,Equity,1,,
INF109K01621,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y228,ICICI Prudential Mutual Fund,ICICI Prudential Multicap Fund - IDCW,Equity,1,,
INF109K01EQ7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y00349,ICICI Prudential Mutual Fund,ICICI Prudential Large & Mid Cap Fund - IDCW Payout,Equity,1,,
INF109K017W5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - Monthly IDCW,Equity,1,,
INF109K018W3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - Monthly IDCW Payout,Equity,1,,
INF109KA14I5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y3305Y,ICICI Prudential Mutual Fund,ICICI Prudential Equity Savings Fund Cumulative,Equity,1,,
INF109KC1D77,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y47345,ICICI Prudential Mutual Fund,ICICI Prudential MNC Fund IDCW,Equity,1,,
INF109KC1D85,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y47345,ICICI Prudential Mutual Fund,ICICI Prudential MNC Fund IDCW Payout,Equity,1,,
INF109KC1LG4,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund Growth,Equity,1,,
INF109KC1LH2,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund IDCW,Equity,1,,
INF109KC1LI0,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund IDCW Payout,Equity,1,,
INF109KC1RE6,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund Growth,Equity,1,,
INF109KC1RF3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund IDCW,Equity,1,,
INF109KC1RG1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund IDCW Payout,Equity,1,,
INF109KC1D69,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y47345,ICICI Prudential Mutual Fund,ICICI Prudential MNC Fund Growth,Equity,1,,
INF109KC1F67,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund Growth,Equity,1,,
INF109KC1F75,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund IDCW,Equity,1,,
INF109KC1F83,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund IDCW Payout,Equity,1,,
INF109KC1I15,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF Growth,Equity,1,,
INF109KC1I23,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF IDCW,Equity,1,,
INF109KC1I31,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF IDCW Payout,Equity,1,,
INF109KC1N75,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund Growth,Equity,1,,
INF109KC1N83,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund IDCW,Equity,1,,
INF109KC1N91,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund IDCW Payout,Equity,1,,
INF109KC1O33,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund Growth,Equity,1,,
INF109KC1O41,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund IDCW,Equity,1,,
INF109KC1O58,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund IDCW Payout,Equity,1,,
INF109KC1O90,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund Growth,Equity,1,,
INF109KC1P08,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund IDCW,Equity,1,,
INF109KC1P16,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund IDCW Payout,Equity,1,,
INF109KC1P57,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF Growth,Equity,1,,
INF109KC1P65,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF IDCW,Equity,1,,
INF109KC1P73,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF IDCW Payout,Equity,1,,
INF109KC1Q80,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund Growth,Equity,1,,
INF109KC1Q98,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund IDCW,Equity,1,,
INF109KC1R06,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund IDCW Payout,Equity,1,,
INF109KC1V67,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF Growth,Equity,1,,
INF109KC1V83,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF IDCW,Equity,1,,
INF109KC1V75,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF IDCW Payout,Equity,1,,
INF109KC17B9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y50308,ICICI Prudential Mutual Fund,ICICI Prudential Housing Opportunities Fund - Growth,Equity,1,,
INF109KC1FW3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y43904,ICICI Prudential Mutual Fund,ICICI Prudential BHARAT 22 FOF,Equity,1,,
INF109KC1FX1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y43904,ICICI Prudential Mutual Fund,ICICI Prudential BHARAT 22 FOF - Direct Plan,Equity,1,,
INF109K019N0,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y00349,ICICI Prudential Mutual Fund,ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW Payout,Equity,1,,
INF109K014O9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y228,ICICI Prudential Mutual Fund,ICICI Prudential Multicap Fund - Direct Plan - Growth,Equity,1,,
INF109K013O1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y0Y228,ICICI Prudential Mutual Fund,ICICI Prudential Multicap Fund - Direct Plan - IDCW,Equity,1,,
INF109K015W9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,Equity,1,,
INF109K016W7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW Payout,Equity,1,,
INF109KA14J3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y3305Y,ICICI Prudential Mutual Fund,ICICI Prudential Equity Savings Fund Direct Plan Half Yearly IDCW Payout,Equity,1,,
INF109KC1LJ8,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund Direct Plan Growth,Equity,1,,
INF109KC1LK6,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund Direct Plan IDCW,Equity,1,,
INF109KC1LL4,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45077,ICICI Prudential Mutual Fund,ICICI Prudential Manufacturing Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1RH9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund Direct Plan Growth,Equity,1,,
INF109KC1RI7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund Direct Plan IDCW,Equity,1,,
INF109KC1RJ5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y45896,ICICI Prudential Mutual Fund,ICICI Prudential India Opportunities Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1D93,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y47345,ICICI Prudential Mutual Fund,ICICI Prudential MNC Fund Direct Plan Growth,Equity,1,,
INF109KC1F91,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund Direct Plan Growth,Equity,1,,
INF109KC1G09,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund Direct Plan IDCW,Equity,1,,
INF109KC1G17,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y4766Y,ICICI Prudential Mutual Fund,ICICI Prudential Commodities Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1I49,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF Direct Plan Growth,Equity,1,,
INF109KC1I56,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF Direct Plan IDCW,Equity,1,,
INF109KC1I64,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48033,ICICI Prudential Mutual Fund,ICICI Prudential India Equity FOF Direct Plan IDCW Payout,Equity,1,,
INF109KC1O09,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund Direct Plan Growth,Equity,1,,
INF109KC1O17,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund Direct Plan IDCW,Equity,1,,
INF109KC1O25,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y485Y7,ICICI Prudential Mutual Fund,ICICI Prudential ESG Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1O66,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund Direct Plan Growth,Equity,1,,
INF109KC1O74,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund Direct Plan IDCW,Equity,1,,
INF109KC1O82,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48598,ICICI Prudential Mutual Fund,ICICI Prudential Quant Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1P24,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund Direct Plan Growth,Equity,1,,
INF109KC1P32,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund Direct Plan IDCW,Equity,1,,
INF109KC1P40,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48653,ICICI Prudential Mutual Fund,ICICI Prudential Business Cycle Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1P81,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan Growth,Equity,1,,
INF109KC1P99,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan IDCW,Equity,1,,
INF109KC1Q07,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y57,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan IDCW Payout,Equity,1,,
INF109KC1R14,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund Direct Plan Growth,Equity,1,,
INF109KC1R22,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund Direct Plan IDCW,Equity,1,,
INF109KC1R30,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y48989,ICICI Prudential Mutual Fund,ICICI Prudential Flexicap Fund Direct Plan IDCW Payout,Equity,1,,
INF109KC1V91,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan Growth,Equity,1,,
INF109KC1W17,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan IDCW,Equity,1,,
INF109KC1W09,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49334,ICICI Prudential Mutual Fund,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan IDCW Payout,Equity,1,,
INF109KC11C0,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y50308,ICICI Prudential Mutual Fund,ICICI Prudential Housing Opportunities Fund - Direct Plan - IDCW Payout,Equity,1,,
INF109K01795,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y02Y33,ICICI Prudential Mutual Fund,ICICI Prudential Passive Strategy Fund (FOF) - Growth,Equity,1,,
INF109K01803,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y02Y33,ICICI Prudential Mutual Fund,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,Equity,1,,
INF109K01BG4,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - IDCW,Equity,1,,
INF109K01BH2,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - Growth,Equity,1,,
INF109K01EG8,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y04685,ICICI Prudential Mutual Fund,ICICI Prudential Balanced Advantage Fund - IDCW Payout,Equity,1,,
INF109K01BA7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y033Y2,ICICI Prudential Mutual Fund,ICICI Prudential Exports and Services - IDCW,Equity,1,,
INF109K01BB5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y033Y2,ICICI Prudential Mutual Fund,ICICI Prudential Exports and Services - Growth,Equity,1,,
INF194K01524,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08596,IDFC Mutual Fund,IDFC Core Equity Fund-Growth-(Regular Plan),Equity,1,,
INF194K01532,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08596,IDFC Mutual Fund,IDFC Core Equity Fund-IDCW-(Regular Plan),Equity,1,,
INF194K01540,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08596,IDFC Mutual Fund,IDFC Core Equity Fund-IDCW-(Regular Plan)-Reinv-Exch,Equity,1,,
INF194K01391,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08594,IDFC Mutual Fund,IDFC Flexi Cap Fund-Growth-(Regular Plan),Equity,1,,
INF194K01409,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08594,IDFC Mutual Fund,IDFC Flexi Cap Fund-IDCW-(Regular Plan),Equity,1,,
INF194K01581,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08995,IDFC Mutual Fund,IDFC Equity Savings Fund-Growth-(Regular Plan),Equity,1,,
INF194K01599,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08995,IDFC Mutual Fund,IDFC Equity Savings Fund-Monthly IDCW-(Regular Plan),Equity,1,,
INF194KB1CI6,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Regular Plan-Growth,Equity,1,,
INF194KB1CJ4,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Regular Plan-IDCW,Equity,1,,
INF194KB1CK2,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Regular Plan-IDCW (Reinvestment),Equity,1,,
INF194K01V89,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08596,IDFC Mutual Fund,IDFC Core Equity Fund-Growth-(Direct Plan),Equity,1,,
INF194K01V97,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y08596,IDFC Mutual Fund,IDFC Core Equity Fund-IDCW-(Direct Plan),Equity,1,,
INF194KA1UI9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y3Y357,IDFC Mutual Fund,IDFC Balanced Advantage Fund Direct Plan-IDCW (Formerly known as IDFC Dynamic Equity Fund),Equity,1,,
INF194KB1CL0,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Direct Plan-Growth,Equity,1,,
INF194KB1CM8,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Direct Plan-IDCW,Equity,1,,
INF194KB1CN6,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49305,IDFC Mutual Fund,IDFC Multi Cap Fund Direct Plan-IDCW (Reinvestment),Equity,1,,
INF579M01AF8,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y493Y7,IIFL Mutual Fund,IIFL Quant Fund - Regular Plan - Growth,Equity,1,,
INF174K01187,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y03234,Kotak Mutual Fund,Kotak Equity Opportunities Fund - Growth (Regular Plan) (Erstwhile Kotak Opportunities),Equity,1,,
INF174KA1HS9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Regular Plan - Growth,Equity,1,,
INF174KA1HV3,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Direct Plan - Growth,Equity,1,,
INF174KA1HU5,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Regular Plan - IDCW,Equity,1,,
INF174KA1HX9,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Direct Plan - IDCW,Equity,1,,
INF174KA1HW1,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Direct Plan - IDCW,Equity,1,,
INF174KA1HT7,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y49Y82,Kotak Mutual Fund,Kotak Multicap Fund Regular Plan - IDCW,Equity,1,,
INF174K01195,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y03234,Kotak Mutual Fund,Kotak Equity Opportunities Fund-IDCW (Regular Plan) (Erstwhile Kotak Opportunities),Equity,1,,
INF174K01203,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y03234,Kotak Mutual Fund,Kotak Equity Opportunities Fund - IDCW (Regular Plan) (Erstwhile Kotak Opportunities),Equity,1,,
INF174K01245,Choice Finserv,30,Cat B_Choice Finserv,Mutual Fund,Y03040,Kotak Mutual Fund,Kotak India EQ Contra Fund - Growth (Regular Plan) ( Erstwhile Kotak Classic Equity),Equity,1,,
