"ISIN","AMC code","Scheme Name","AMC Name","AMC Image"
"INF277K01PD6","T","TATA INCOME FUND DIRECT PLAN - PERIODIC IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01PB0","T","TATA INCOME FUND DIRECT PLAN - HALF YEARLY IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01519","T","TATA GILT SECURITIES FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01535","T","TATA GILT SECURITIES FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01OX7","T","TATA GILT SECURITIES FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01OW9","T","TATA GILT SECURITIES FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01360","T","TATA DYNAMIC BOND FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K01352","T","TATA DYNAMIC BOND FUND REGULAR PLAN - IDCW REINVESTMENT","Tata Mutual Fund",""
"INF277K01MV5","T","TATA DYNAMIC BOND FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K01MU7","T","TATA DYNAMIC BOND FUND DIRECT PLAN - IDCW PAYOUT","Tata Mutual Fund",""
"INF277K011X2","T","TATA BANKING AND PSU DEBT FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
"INF277K015X3","T","TATA BANKING AND PSU DEBT FUND DIRECT PLAN GROWTH","Tata Mutual Fund",""
"INF277K012X0","T","TATA BANKING AND PSU DEBT FUND - REGULAR PLAN-IDCW PAYOUT","Tata Mutual Fund",""
"INF277K014X6","T","TATA BANKING AND PSU DEBT FUND - DIRECT PLAN-IDCW PAYOUT","Tata Mutual Fund",""
"INF277K01MC5","T","Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K019B1","T","Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01OL2","T","Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01P12","T","Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01EI9","T","Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01P38","T","Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01QP8","T","Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01QW4","T","Tata Young Citizens' Fund-Direct Plan-Growth Option","Tata Mutual Fund",""
"INF277K01AJ5","T","Tata Young Citizens' Fund -Regular Plan-Growth Option","Tata Mutual Fund",""
"INF277K013B4","T","TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K016B7","T","TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K010X4","T","Tata Nifty Private Bank Exchange Traded Fund","Tata Mutual Fund",""
"INF277K015R5","T","Tata Nifty Exchange Traded Fund","Tata Mutual Fund",""
"INF277K01DW2","T","Tata Medium Term Fund- Regular Plan - Payout of IDCW option","Tata Mutual Fund",""
"INF277K01PG9","T","Tata Medium Term Fund- Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DU6","T","Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DT8","T","Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01PC8","T","TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K01DN1","T","Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01OV1","T","Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01QK9","T","Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option","Tata Mutual Fund",""
"INF277K01QI3","T","Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01EE8","T","TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option","Tata Mutual Fund",""
"INF277K01EF5","T","Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01DE0","T","Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K01MT9","T","Tata Dynamic Bond- Direct Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K019W7","T","Tata Medium Term Fund- Segregated Portfolio 1 Direct Plan - Payout of IDCW option","Tata Mutual Fund",""
"INF277K017W1","T","Tata Corporate Bond Fund Segregated Portfolio 1  Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K016W3","T","Tata Corporate Bond Fund Segregated Portfolio 1  Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K014W8","T","Tata Corporate Bond Fund Segregated Portfolio 1  Regular Plan - Weekly Payout of  Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K013U4","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Regular Plan - Weekly Payout","Tata Mutual Fund",""
"INF277K012W2","T","Tata Treasury Advantage Fund-Dir Div-W SP 1","Tata Mutual Fund",""
"INF277K014U2","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Regular Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K017U5","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Direct Plan - Weekly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K018U3","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Direct Plan - Periodic Payout of IDCW Option","Tata Mutual Fund",""
"INF277K016U7","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Direct Plan - Daily Payout of IDCWOption","Tata Mutual Fund",""
"INF277K015U9","T","Tata Treasury Advantage Fund- Direct Plan -Growth Option (Segregated Portfolio 1)","Tata Mutual Fund",""
"INF277K018V1","T","Tata Medium Term Fund- Segregated Portfolio 1 Regular Plan - Payout of IDCW Option","Tata Mutual Fund",""
"INF277K017V3","T","Tata Medium Term Fund -Regular Plan - Growth (Segregated Portfolio 1)","Tata Mutual Fund",""
"INF277K019V9","T","Tata Medium Term Fund -Direct Plan -Growth (Segregated Portfolio 1)","Tata Mutual Fund",""
"INF277K014V0","T","Tata Corporate Bond Fund Segregated Portfolio 1  Direct Plan - Daily Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K019U1","T","Tata Corporate Bond Fund -Regular Plan-Growth(Segregated Portfolio 1)","Tata Mutual Fund",""
"INF277K013V2","T","Tata Corporate Bond Fund - Direct Plan -Growth (Segregated Portfolio 1)","Tata Mutual Fund",""
"INF277K012V4","T","Tata Corporate Bond Fund Segregated Portfolio 1  Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K012U6","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Regular Plan - Weekly Payout of IDCW Option","Tata Mutual Fund",""
"INF277K011W4","T","Tata Corporate Bond Fund Segregated Portfolio 1  Regular Plan - Daily Payout of  Income Distribution cum capital withdrawal option","Tata Mutual Fund",""
"INF277K011U8","T","Tata Treasury Advantage Fund Segregated Portfolio 1 Regular Plan - Daily Payout of IDCW Option","Tata Mutual Fund",""
"INF277K010V8","T","Tata Corporate Bond Fund Segregated Portfolio 1  Regular Plan","Tata Mutual Fund",""
"INF277K010U0","T","Tata Treasury Advantage Fund-Regular Plan - Growth Option","Tata Mutual Fund",""
"INF277K010A2","T","TATA INDIA CONSUMER FUND REGULAR PLAN GROWTH","Tata Mutual Fund",""
