"ISIN","AMC code","Scheme Name","AMC Name","AMC Image"
"INF109K01P16","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01P08","P","ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K019Y7","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K010Z3","P","ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K017Y1","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K018Y9","P","ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01O74","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01O90","P","ICICI Prudential Savings Fund - Direct Plan - IDCW Others","ICICI Prudential Mutual Fund",""
"INF109K01O82","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K015Y5","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - FORTNIGHTLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K016Y3","P","ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01O66","P","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01738","P","ICICI PRUDENTIAL SAVINGS FUND - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1I92","P","ICICI PRUDENTIAL SAVINGS FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01779","P","ICICI PRUDENTIAL MULTI-ASSET FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01761","P","ICICI PRUDENTIAL MULTI-ASSET FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01UC3","P","ICICI Prudential Money Market Fund Option - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01R63","P","ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01TW3","P","ICICI PRUDENTIAL MONEY MARKET FUND GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01I72","P","ICICI Prudential Money Market Fund Dividend","ICICI Prudential Mutual Fund",""
"INF109K01TZ6","P","ICICI PRUDENTIAL MONEY MARKET FUND - WEEKLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01UB5","P","ICICI PRUDENTIAL MONEY MARKET FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01I64","P","ICICI PRUDENTIAL MONEY MARKET FUND - IDCW PAYOUT OTHERS","ICICI Prudential Mutual Fund",""
"INF109K01TX1","P","ICICI PRUDENTIAL MONEY MARKET FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01UA7","P","ICICI PRUDENTIAL MONEY MARKET FUND - FORTNIGHTLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1H85","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN BONUS","ICICI Prudential Mutual Fund",""
"INF109K01R89","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01R71","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01R30","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - IDCW REINVESTMENT OTHERS","ICICI Prudential Mutual Fund",""
"INF109K01R14","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01R55","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - FORTNIGHTLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01R22","P","ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01TY9","P","ICICI PRUDENTIAL MONEY MARKET FUND - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01UI0","P","ICICI Prudential Medium Term Bond Fund Plan B - Quarterly Dividend","ICICI Prudential Mutual Fund",""
"INF109KA10G7","P","ICICI Prudential Medium Term Bond Fund -Direct Plan - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01IQ8","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND B - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01B87","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND B - HALF YEARLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01AJ0","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND B - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01IO3","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01UF6","P","ICICI Prudential Medium Term Bond Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01B61","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01B53","P","ICICI Prudential Medium Term Bond Fund - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01AH4","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA1B81","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN BONUS","ICICI Prudential Mutual Fund",""
"INF109K019A7","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K018A9","P","ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K017A1","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K016A3","P","ICICI Prudential Medium Term Bond Fund - Direct Plan - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K015A5","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA11G5","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1B99","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109KA13G1","P","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA12G3","P","ICICI Prudential Medium Term Bond Fund - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01EY1","P","ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend","ICICI Prudential Mutual Fund",""
"INF109KA13C0","P","ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01399","P","ICICI PRUDENTIAL LONG TERM BOND FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01EZ8","P","ICICI Prudential Long Term Bond Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01381","P","ICICI PRUDENTIAL LONG TERM BOND FUND - INSTITUTIONAL QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01407","P","ICICI PRUDENTIAL LONG TERM BOND FUND - INSTITUTIONAL GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01EW5","P","ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly","ICICI Prudential Mutual Fund",""
"INF109K01357","P","ICICI PRUDENTIAL LONG TERM BOND FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01EX3","P","ICICI Prudential Long Term Bond Fund - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01365","P","ICICI PRUDENTIAL LONG TERM BOND FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K011M9","P","ICICI PRUDENTIAL LONG TERM BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K010M1","P","ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K019L4","P","ICICI PRUDENTIAL LONG TERM BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K018L6","P","ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K017L8","P","ICICI PRUDENTIAL LONG TERM BOND FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA12C2","P","ICICI PRUDENTIAL LONG TERM BOND FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1335","P","ICICI PRUDENTIAL LONG TERM BOND FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109KA10C6","P","ICICI PRUDENTIAL LONG TERM BOND FUND - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA11C4","P","ICICI Prudential Long Term Bond Fund - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01VD9","P","ICICI Prudential Liquid Fund-Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01UU5","P","ICICI Prudential Liquid Fund -Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01VS7","P","ICICI PRUDENTIAL LIQUID FUND - WEEKLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01UV3","P","ICICI PRUDENTIAL LIQUID FUND - RETAIL WEEKLY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01US9","P","ICICI PRUDENTIAL LIQUID FUND - RETAIL MONTHLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01UQ3","P","ICICI PRUDENTIAL LIQUID FUND - RETAIL GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01UR1","P","ICICI PRUDENTIAL LIQUID FUND - RETAIL DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01UT7","P","ICICI PRUDENTIAL LIQUID FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01VR9","P","ICICI PRUDENTIAL LIQUID FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01VJ6","P","ICICI PRUDENTIAL LIQUID FUND - INSTITUTIONAL PLUS PLAN - DIV - DAILY REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01VF4","P","ICICI PRUDENTIAL LIQUID FUND - INSTITUTIONAL PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01VH0","P","ICICI PRUDENTIAL LIQUID FUND - INSTITUTIONAL OPTION - I","ICICI Prudential Mutual Fund",""
"INF109K01VE7","P","ICICI PRUDENTIAL LIQUID FUND - INSTITUTIONAL - DAILY - DIV REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01VT5","P","ICICI PRUDENTIAL LIQUID FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01VU3","P","ICICI Prudential Liquid Fund - IDCW Others","ICICI Prudential Mutual Fund",""
"INF109K01UW1","P","ICICI PRUDENTIAL LIQUID FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01UX9","P","ICICI Prudential Liquid Fund - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01VQ1","P","ICICI PRUDENTIAL LIQUID FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01Q98","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01Q80","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01Q72","P","ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01R06","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01Q64","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01Q49","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01Q15","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1G86","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01Q07","P","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01Q56","P","ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01P99","P","ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01VP3","P","ICICI PRUDENTIAL LIQUID FUND - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01VC1","P","ICICI PRUDENTIAL LIQUID FUND - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01AT9","P","ICICI PRUDENTIAL INFRASTRUCTURE FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01JP8","P","ICICI PRUDENTIAL GILT FUND - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01JQ6","P","ICICI Prudential Gilt Fund - IDCW","ICICI Prudential Mutual Fund",""
"INF109K01JR4","P","ICICI PRUDENTIAL GILT FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KA1H02","P","ICICI PRUDENTIAL GILT FUND - DIRECT PLAN BONUS","ICICI Prudential Mutual Fund",""
"INF109K017C7","P","ICICI PRUDENTIAL GILT FUND - DIRECT PLAN - IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K016C9","P","ICICI Prudential Gilt Fund - Direct Plan - IDCW","ICICI Prudential Mutual Fund",""
"INF109K018C5","P","ICICI PRUDENTIAL GILT FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01EL8","P","ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option","ICICI Prudential Mutual Fund",""
"INF109K01EK0","P","ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option","ICICI Prudential Mutual Fund",""
"INF109K01993","P","ICICI PRUDENTIAL FLOATING INTEREST FUND C - FORTNIGHTLY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01AA9","P","ICICI PRUDENTIAL FLOATING INTEREST FUND C - DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01985","P","ICICI PRUDENTIAL FLOATING INTEREST FUND B - WEEKLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01977","P","ICICI PRUDENTIAL FLOATING INTEREST FUND B - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01969","P","ICICI PRUDENTIAL FLOATING INTEREST FUND B - FORTNIGHTLY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01951","P","ICICI PRUDENTIAL FLOATING INTEREST FUND B - DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01944","P","ICICI PRUDENTIAL FLOATING INTEREST FUND A - WEEKLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01936","P","ICICI PRUDENTIAL FLOATING INTEREST FUND A - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01910","P","ICICI PRUDENTIAL FLOATING INTEREST FUND A - FORTNIGHTLY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01928","P","ICICI PRUDENTIAL FLOATING INTEREST FUND A - DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01AY9","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01EN4","P","ICICI Prudential Floating Interest Fund - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1046","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1053","P","ICICI Prudential Floating Interest Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01WP1","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - OTHERS IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1020","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1038","P","ICICI Prudential Floating Interest Fund - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01WQ9","P","ICICI Prudential Floating Interest Fund - IDCW Others","ICICI Prudential Mutual Fund",""
"INF109K01AX1","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01AZ6","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - FORTNIGHTLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01P81","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01P73","P","ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K019Z4","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1012","P","ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01P32","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - OTHERS IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K017Z8","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K018Z6","P","ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01P65","P","ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others","ICICI Prudential Mutual Fund",""
"INF109K01P57","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01P40","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - FORTNIGHTLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01P24","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01AW3","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1I43","P","ICICI PRUDENTIAL FLOATING INTEREST FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01498","P","ICICI PRUDENTIAL EQUITY AND DEBT FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GW0","P","ICICI PRUDENTIAL CREDIT RISK FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GV2","P","ICICI Prudential Credit Risk Fund - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01GY6","P","ICICI PRUDENTIAL CREDIT RISK FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01GX8","P","ICICI Prudential Credit Risk Fund - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01GU4","P","ICICI PRUDENTIAL CREDIT RISK FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01V42","P","ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01V34","P","ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01V26","P","ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01V18","P","ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01V00","P","ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109KB1AE3","P","ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KB1AD5","P","ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1I27","P","ICICI PRUDENTIAL CREDIT RISK FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109KB1AG8","P","ICICI PRUDENTIAL CREDIT RISK FUND - ANNUAL IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KB1AF0","P","ICICI Prudential Credit Risk Fund - Annual IDCW","ICICI Prudential Mutual Fund",""
"INF109K01CG2","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL WEEKLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01SE3","P","ICICI Prudential Corporate Bond Fund Retail Weekly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01CJ6","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL QUARTERLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01FQ4","P","ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01CI8","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL MONTHLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01QM0","P","ICICI Prudential Corporate Bond Fund Retail Monthly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01CE7","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01CH0","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL FORT NIGHTLY DIVIDEND PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01SF0","P","ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend","ICICI Prudential Mutual Fund",""
"INF109K01CF4","P","ICICI PRUDENTIAL CORPORATE BOND FUND RETAIL DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01SN4","P","ICICI Prudential Corporate Bond Fund -Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01CL2","P","ICICI PRUDENTIAL CORPORATE BOND FUND PREMIUM DAILY DIVIDEND REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01SM6","P","ICICI PRUDENTIAL CORPORATE BOND FUND - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01SL8","P","ICICI Prudential Corporate Bond Fund - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K01SO2","P","ICICI PRUDENTIAL CORPORATE BOND FUND - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01CT5","P","ICICI PRUDENTIAL CORPORATE BOND FUND - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01SK0","P","ICICI Prudential Corporate Bond Fund - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1N04","P","ICICI PRUDENTIAL CORPORATE BOND FUND - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1N12","P","ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option","ICICI Prudential Mutual Fund",""
"INF109K01CQ1","P","ICICI PRUDENTIAL CORPORATE BOND FUND - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K01CS7","P","ICICI PRUDENTIAL CORPORATE BOND FUND - FORTNIGHTLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K01SJ2","P","ICICI Prudential Corporate Bond Fund - Fortnightly IDCW","ICICI Prudential Mutual Fund",""
"INF109K011C0","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K010C2","P","ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW","ICICI Prudential Mutual Fund",""
"INF109K012C8","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K019B5","P","ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW","ICICI Prudential Mutual Fund",""
"INF109K018B7","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K017B9","P","ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW","ICICI Prudential Mutual Fund",""
"INF109KA1N20","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109KA1N38","P","ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option","ICICI Prudential Mutual Fund",""
"INF109K016B1","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - GROWTH","ICICI Prudential Mutual Fund",""
"INF109K015B3","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - FORTNIGHTLY IDCW PAYOUT","ICICI Prudential Mutual Fund",""
"INF109K014B6","P","ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW","ICICI Prudential Mutual Fund",""
"INF109K013B8","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109K01CR9","P","ICICI PRUDENTIAL CORPORATE BOND FUND - DAILY IDCW REINVESTMENT","ICICI Prudential Mutual Fund",""
"INF109KA1I84","P","ICICI PRUDENTIAL CORPORATE BOND FUND - BONUS","ICICI Prudential Mutual Fund",""
"INF109K01ET1","P","ICICI Prudential Bond Fund- Institutional Quarterly Dividend","ICICI Prudential Mutual Fund",""
