name
"NAGAR URBAN CO OPERATIVE BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"NAGAR URBAN CO OPERATIVE BANK",1
"THE NAVNIRMAN CO-OPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE NAVNIRMAN CO-OPERATIVE BANK LIMITED",1
"THE ODISHA STATE CO-OPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE ODISHA STATE CO-OPERATIVE BANK LTD",1
"G P PARSIK BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"G P PARSIK BANK",1
"KARNATAKA GRAMIN BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"KARNATAKA GRAMIN BANK",1
"PRIME COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"PRIME COOPERATIVE BANK LIMITED",1
"PUNJAB AND SIND BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"PUNJAB AND SIND BANK",1
"THE PANDHARPUR URBAN CO OP. BANK LTD. PANDHARPUR","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE PANDHARPUR URBAN CO OP. BANK LTD. PANDHARPUR",1
"PUNJAB NATIONAL BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"PUNJAB NATIONAL BANK",1
"The Pusad Urban Cooperative Bank Ltd Pusad","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"The Pusad Urban Cooperative Bank Ltd Pusad",1
"PAYTM PAYMENTS BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"PAYTM PAYMENTS BANK LTD",1
"QATAR NATIONAL BANK SAQ","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"QATAR NATIONAL BANK SAQ",1
"RABOBANK INTERNATIONAL","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RABOBANK INTERNATIONAL",1
"RBL Bank Limited","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RBL Bank Limited",1
"RESERVE BANK OF INDIA","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RESERVE BANK OF INDIA",1
"Rajnandgaon District Central Co-operative Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Rajnandgaon District Central Co-operative Bank Ltd",1
"RAJASTHAN MARUDHARA GRAMIN BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RAJASTHAN MARUDHARA GRAMIN BANK",1
"RAJKOT NAGRIK SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RAJKOT NAGRIK SAHAKARI BANK LIMITED",1
"RAJARAMBAPU SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RAJARAMBAPU SAHAKARI BANK LIMITED",1
"RAJGURUNAGAR SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RAJGURUNAGAR SAHAKARI BANK LIMITED",1
"THE RAJASTHAN STATE COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE RAJASTHAN STATE COOPERATIVE BANK LIMITED",1
"RAJARSHI SHAHU SAHAKARI BANK LTD  PUNE","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"RAJARSHI SHAHU SAHAKARI BANK LTD  PUNE",1
"SBER BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SBER BANK",1
"SAHEBRAO DESHMUKH COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SAHEBRAO DESHMUKH COOPERATIVE BANK LIMITED",1
"SANT SOPANKAKA SAHAKARI BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SANT SOPANKAKA SAHAKARI BANK LTD",1
"STATE BANK OF INDIA","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"STATE BANK OF INDIA",1
"SAMARTH SAHAKARI BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SAMARTH SAHAKARI BANK LTD",1
"STANDARD CHARTERED BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"STANDARD CHARTERED BANK",1
"THE SURAT DISTRICT COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SURAT DISTRICT COOPERATIVE BANK LIMITED",1
"THE SATARA DISTRICT CENTRAL COOPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SATARA DISTRICT CENTRAL COOPERATIVE BANK LTD",1
"SREE CHARAN SOUHARDHA CO OPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SREE CHARAN SOUHARDHA CO OPERATIVE BANK LTD",1
"SHINHAN BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SHINHAN BANK",1
"SOUTH INDIAN BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SOUTH INDIAN BANK",1
"THE SINDHUDURG DISTRICT CENTRAL COOP BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SINDHUDURG DISTRICT CENTRAL COOP BANK LTD",1
"SOLAPUR JANATA SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SOLAPUR JANATA SAHAKARI BANK LIMITED",1
"SHIKSHAK SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SHIKSHAK SAHAKARI BANK LIMITED",1
"SUMITOMO MITSUI BANKING CORPORATION","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SUMITOMO MITSUI BANKING CORPORATION",1
"Shivalik Small Finance Bank Limited","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Shivalik Small Finance Bank Limited",1
"Saraspur Nagrik Co operative Bank Ltd Saraspur","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Saraspur Nagrik Co operative Bank Ltd Saraspur",1
"SOCIETE GENERALE","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SOCIETE GENERALE",1
"THE SURATH PEOPLES COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SURATH PEOPLES COOPERATIVE BANK LIMITED",1
"SARASWAT COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SARASWAT COOPERATIVE BANK LIMITED",1
"SBM BANK INDIA LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SBM BANK INDIA LIMITED",1
"SURAT NATIONAL COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SURAT NATIONAL COOPERATIVE BANK LIMITED",1
"SURYODAY SMALL FINANCE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SURYODAY SMALL FINANCE BANK LIMITED",1
"Suco Souharda Sahakari Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Suco Souharda Sahakari Bank Ltd",1
"SUTEX COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"SUTEX COOPERATIVE BANK LIMITED",1
"THE SEVA VIKAS COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SEVA VIKAS COOPERATIVE BANK LIMITED",1
"THE SHAMRAO VITHAL COOPERATIVE BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE SHAMRAO VITHAL COOPERATIVE BANK",1
"Shri Veershaiv Co Op Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Shri Veershaiv Co Op Bank Ltd",1
"The Banaskantha Mercantile Cooperative Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"The Banaskantha Mercantile Cooperative Bank Ltd",1
"THE THANE BHARAT SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE THANE BHARAT SAHAKARI BANK LIMITED",1
"THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED",1
"TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED",1
"THRISSUR DISTRICT CO-OPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THRISSUR DISTRICT CO-OPERATIVE BANK LTD",1
"TJSB SAHAKARI BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"TJSB SAHAKARI BANK LTD",1
"TAMILNAD MERCANTILE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"TAMILNAD MERCANTILE BANK LIMITED",1
"The Malad Sahakari Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"The Malad Sahakari Bank Ltd",1
"THE NAWANAGAR COOPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE NAWANAGAR COOPERATIVE BANK LTD",1
"THE TAMIL NADU STATE APEX COOPERATIVE BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE TAMIL NADU STATE APEX COOPERATIVE BANK",1
"THE PUNJAB STATE COOPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE PUNJAB STATE COOPERATIVE BANK LTD",1
"TELANGANA STATE COOP APEX BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"TELANGANA STATE COOP APEX BANK",1
"Satara Sahakari Bank Ltd","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Satara Sahakari Bank Ltd",1
"TEXTILE TRADERS CO-OPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"TEXTILE TRADERS CO-OPERATIVE BANK LIMITED",1
"UNION BANK OF INDIA","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"UNION BANK OF INDIA",1
"UCO BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"UCO BANK",1
"Ujjivan Small Finance Bank Limited","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"Ujjivan Small Finance Bank Limited",1
"UNITED OVERSEAS BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"UNITED OVERSEAS BANK LIMITED",1
"UTTAR PRADESH COOPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"UTTAR PRADESH COOPERATIVE BANK LTD",1
"THE URBAN CO OPERATIVE BANK Ltd No ONE SEVEN FIVE EIGHT PERINTHALMANNA","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE URBAN CO OPERATIVE BANK Ltd No ONE SEVEN FIVE EIGHT PERINTHALMANNA",1
"AXIS BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"AXIS BANK",1
"UTKARSH SMALL FINANCE BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"UTKARSH SMALL FINANCE BANK",1
"THE UDAIPUR URBAN CO OPERATIVE BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE UDAIPUR URBAN CO OPERATIVE BANK LTD",1
"THE VARACHHA COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE VARACHHA COOPERATIVE BANK LIMITED",1
"VASAI JANATA SAHAKARI BANK LTD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"VASAI JANATA SAHAKARI BANK LTD",1
"The Vijay Co Operative Bank Limited","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"The Vijay Co Operative Bank Limited",1
"THE VISHWESHWAR SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE VISHWESHWAR SAHAKARI BANK LIMITED",1
"VASAI VIKAS SAHAKARI BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"VASAI VIKAS SAHAKARI BANK LIMITED",1
"THE WEST BENGAL STATE COOPERATIVE BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE WEST BENGAL STATE COOPERATIVE BANK",1
"YES BANK","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"YES BANK",1
"THE ZOROASTRIAN COOPERATIVE BANK LIMITED","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"THE ZOROASTRIAN COOPERATIVE BANK LIMITED",1
"ZILA SAHAKRI BANK LIMITED GHAZIABAD","2022-05-10 18:35:52.864867","2022-05-10 18:35:52.864867","Administrator","Administrator",0,"","","",0,"ZILA SAHAKRI BANK LIMITED GHAZIABAD",1
