ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF336L01IP7,HSBC Managed Solutions India Conservative Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF336L01IN2,HSBC Managed Solutions India Conservative Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IC5,HSBC Managed Solutions India Growth Fund Direct Plan IDCW,,,,Mutual Fund,,Debt
INF336L01ID3,HSBC Managed Solutions India Growth Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF336L01IB7,HSBC Managed Solutions India Growth Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Debt
INF336L01II2,HSBC Managed Solutions India Moderate Fund Direct Plan IDCW,,,,Mutual Fund,,Debt
INF336L01IJ0,HSBC Managed Solutions India Moderate Fund Direct Plan Growth,,,,Mutual Fund,,Debt
INF336L01AA6,HSBC Short Duration Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01990,HSBC Short Duration Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01982,HSBC Short Duration Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01917,HSBC Short Duration Fund - Growth,,,,Mutual Fund,,Debt
INF336L01AC2,HSBC Short Duration Fund - Institutional-Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01AG3,HSBC Low Duration Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF336L01AH1,HSBC Low Duration Fund - Growth,,,,Mutual Fund,,Debt
INF336L01AI9,HSBC Low Duration Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01AJ7,HSBC Low Duration Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01AS8,HSBC Low Duration Fund - Inst.Plus - Daily IDCW,,,,Mutual Fund,,Debt
INF336L01AR0,HSBC Low Duration Fund - Inst.Plus - Growth,,,,Mutual Fund,,Debt
INF336L01AM1,HSBC Low Duration Fund - Inst. Plus - Monthly IDCW,,,,Mutual Fund,,Debt
INF336L01AN9,HSBC Low Duration Fund - Inst. Plus - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF336L01AK5,HSBC Low Duration Fund - Inst. Plus - Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01AL3,HSBC Low Duration Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01AO7,HSBC Low Duration Fund - Regular - Daily IDCW,,,,Mutual Fund,,Debt
INF336L01AP4,HSBC Low Duration Fund - Regular - Growth,,,,Mutual Fund,,Debt
INF336L01AQ2,HSBC Low Duration Fund - Regular - Weekly IDCW,,,,Mutual Fund,,Debt
INF336L01IL6,HSBC Managed Solutions India Conservative Fund IDCW,,,,Mutual Fund,,Debt
INF336L01IK8,HSBC Managed Solutions India Conservative Fund IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IM4,HSBC Managed Solutions India Conservative Fund Growth,,,,Mutual Fund,,Debt
INF336L01HZ8,HSBC Managed Solutions India Growth Fund IDCW,,,,Mutual Fund,,Debt
INF336L01HY1,HSBC Managed Solutions India Growth Fund IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IA9,HSBC Managed Solutions India Growth Fund Growth,,,,Mutual Fund,,Debt
INF336L01IF8,HSBC Managed Solutions India Moderate Fund IDCW,,,,Mutual Fund,,Debt
INF336L01IE1,HSBC Managed Solutions India Moderate Fund IDCW Payout,,,,Mutual Fund,,Debt
INF336L01IG6,HSBC Managed Solutions India Moderate Fund Growth,,,,Mutual Fund,,Debt
INF109K01CE7,ICICI Prudential Corporate Bond Fund Retail Growth,,,,Mutual Fund,,Debt
INF109K01CF4,ICICI Prudential Corporate Bond Fund Retail Daily IDCW,,,,Mutual Fund,,Debt
INF109K01CG2,ICICI Prudential Corporate Bond Fund Retail Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01CH0,ICICI Prudential Corporate Bond Fund Retail Fort Nightly IDCW,,,,Mutual Fund,,Debt
INF109K01CI8,ICICI Prudential Corporate Bond Fund Retail Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01CJ6,ICICI Prudential Corporate Bond Fund Retail Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01CK4,ICICI Prudential Corporate Bond Fund Premium Growth,,,,Mutual Fund,,Debt
INF109K01CL2,ICICI Prudential Corporate Bond Fund Premium Daily IDCW,,,,Mutual Fund,,Debt
INF109K01CM0,ICICI Prudential Corporate Bond Fund Premium Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01CN8,ICICI Prudential Corporate Bond Fund Premium Fort Nightly IDCW,,,,Mutual Fund,,Debt
INF109K01CO6,ICICI Prudential Corporate Bond Fund Premium Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01CP3,ICICI Prudential Corporate Bond Fund Premium Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01CQ1,ICICI Prudential Corporate Bond Fund - Growth,,,,Mutual Fund,,Debt
INF109K01CR9,ICICI Prudential Corporate Bond Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01CS7,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01CT5,ICICI Prudential Corporate Bond Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01CU3,ICICI Prudential Corporate Bond Fund Super Premium Growth,,,,Mutual Fund,,Debt
INF109K01CV1,ICICI Prudential Corporate Bond Fund Super Premium Daily IDCW,,,,Mutual Fund,,Debt
INF109K01CW9,ICICI Prudential Corporate Bond Fund Super Premium Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01CX7,ICICI Prudential Corporate Bond Fund Super Premium Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01JN3,ICICI Prudential Savings Fund - Institutional Option - I,,,,Mutual Fund,,Debt
INF109K01738,ICICI Prudential Savings Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01746,ICICI Prudential Savings Fund - Growth,,,,Mutual Fund,,Debt
INF109K01753,ICICI Prudential Savings Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01BW1,ICICI Prudential Savings Fund - Retail Daily IDCW,,,,Mutual Fund,,Debt
INF109K01EI4,ICICI Prudential Savings Fund - Retail Daily IDCW Payout,,,,Mutual Fund,,Debt
INF109K01BX9,ICICI Prudential Savings Fund - Retail Growth,,,,Mutual Fund,,Debt
INF109K01BY7,ICICI Prudential Savings Fund - Retail Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01EJ2,ICICI Prudential Savings Fund - Retail Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01910,ICICI Prudential Floating Interest Fund A - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01928,ICICI Prudential Floating Interest Fund A - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01936,ICICI Prudential Floating Interest Fund A - Growth,,,,Mutual Fund,,Debt
INF109K01944,ICICI Prudential Floating Interest Fund A - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01EK0,ICICI Prudential Floating Interest Fund A - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01951,ICICI Prudential Floating Interest Fund B - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01969,ICICI Prudential Floating Interest Fund B - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01977,ICICI Prudential Floating Interest Fund B - Growth,,,,Mutual Fund,,Debt
INF109K01985,ICICI Prudential Floating Interest Fund B - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01EL8,ICICI Prudential Floating Interest Fund B - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01993,ICICI Prudential Floating Interest Fund C - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01AA9,ICICI Prudential Floating Interest Fund C - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01AB7,ICICI Prudential Floating Interest Fund C - Growth,,,,Mutual Fund,,Debt
INF109K01AC5,ICICI Prudential Floating Interest Fund C - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01EM6,ICICI Prudential Floating Interest Fund C - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01AW3,ICICI Prudential Floating Interest Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01AX1,ICICI Prudential Floating Interest Fund - Growth,,,,Mutual Fund,,Debt
INF109K01AY9,ICICI Prudential Floating Interest Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01EN4,ICICI Prudential Floating Interest Fund - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01AZ6,ICICI Prudential Floating Interest Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01RT3,ICICI Prudential Banking and PSU Debt Fund - Growth,,,,Mutual Fund,,Debt
INF109K01RV9,ICICI Prudential Banking and PSU Debt Fund - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01RU1,ICICI Prudential Banking and PSU Debt Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01II5,ICICI Prudential Banking and PSU Debt Fund Retail Growth,,,,Mutual Fund,,Debt
INF109K01JM5,ICICI Prudential Banking and PSU Debt Fund Retail Daily IDCW,,,,Mutual Fund,,Debt
INF109K01IJ3,ICICI Prudential Banking and PSU Debt Fund Retail Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01IG9,ICICI Prudential Banking and PSU Debt Fund Premium Growth,,,,Mutual Fund,,Debt
INF109K01JL7,ICICI Prudential Banking and PSU Debt Fund Premium Daily IDCW,,,,Mutual Fund,,Debt
INF109K01IH7,ICICI Prudential Banking and PSU Debt Fund Premium Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01JO1,ICICI Prudential Savings Fund - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GC2,ICICI Prudential All Seasons Bond Fund Premium - Annual IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GO7,ICICI Prudential All Seasons Bond Fund - Annual IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GK5,ICICI Prudential All Seasons Bond Fund - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GE8,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GI9,ICICI Prudential All Seasons Bond Fund Retail - Annual IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GG3,ICICI Prudential All Seasons Bond Fund Retail - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K013Z7,ICICI Prudential Savings Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K014Z5,ICICI Prudential Savings Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K015Z2,ICICI Prudential Savings Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K016Z0,ICICI Prudential Savings Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01647,ICICI Prudential Short Term Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01662,ICICI Prudential Short Term Fund - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01670,ICICI Prudential Short Term Fund - Institutional Monthly IDCW,,,,Mutual Fund,,Debt
INF109K01688,ICICI Prudential Short Term Fund - Institutional Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K01654,ICICI Prudential Short Term Fund - Growth Option,,,,Mutual Fund,,Debt
INF109KA1N04,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109KA1N12,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109KA1N46,ICICI Prudential Constant Maturity Gilt Fund - Growth,,,,Mutual Fund,,Debt
INF109KA1N95,ICICI Prudential Constant Maturity Gilt Fund - Monthly IDCW,,,,Mutual Fund,,Debt
INF109KA1N53,ICICI Prudential Constant Maturity Gilt Fund - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01696,ICICI Prudential Short Term Fund - Institutional Cumulative Option,,,,Mutual Fund,,Debt
INF109K01704,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,,,,Mutual Fund,,Debt
INF109KA1N61,ICICI Prudential Constant Maturity Gilt Fund - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109KA1N79,ICICI Prudential Constant Maturity Gilt Fund - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109KA1N87,ICICI Prudential Constant Maturity Gilt Fund - Annual IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GJ7,ICICI Prudential All Seasons Bond Fund Retail - Annual IDCW,,,,Mutual Fund,,Debt
INF109K01720,ICICI Prudential All Seasons Bond Fund Premium - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GD0,ICICI Prudential All Seasons Bond Fund Premium - Annual IDCW,,,,Mutual Fund,,Debt
INF109K01GL3,ICICI Prudential All Seasons Bond Fund - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GP4,ICICI Prudential All Seasons Bond Fund - Annual IDCW,,,,Mutual Fund,,Debt
INF109K01GF5,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01PP5,ICICI Prudential All Seasons Bond Fund Premium - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01PQ3,ICICI Prudential All Seasons Bond Fund Premium - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01GH1,ICICI Prudential All Seasons Bond Fund Retail - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K01712,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,,,,Mutual Fund,,Debt
INF109K01GM1,ICICI Prudential All Seasons Bond Fund Premium - Cumulative,,,,Mutual Fund,,Debt
INF109K01GN9,ICICI Prudential All Seasons Bond Fund - Growth,,,,Mutual Fund,,Debt
INF109KC1X81,ICICI Prudential Passive Multi-Asset Fund of Funds Growth,,,,Mutual Fund,,Debt
INF109KC1Y07,ICICI Prudential Passive Multi-Asset Fund of Funds IDCW,,,,Mutual Fund,,Debt
INF109KC1X99,ICICI Prudential Passive Multi-Asset Fund of Funds IDCW Payout,,,,Mutual Fund,,Debt
INF109K015N8,ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K014N1,ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K013N3,ICICI Prudential Short Term Fund - Direct Plan - Growth Option,,,,Mutual Fund,,Debt
INF109K019E9,ICICI Prudential All Seasons Bond Fund - Direct Plan- Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K016B1,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K013B8,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF109K015B3,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K014B6,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109K018B7,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K017B9,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K019B5,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01P16,ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01P08,ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01P24,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,,,,Mutual Fund,,Debt
INF109K01P57,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K01P81,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K01P73,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01P40,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109KB17L0,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109K014A8,ICICI Prudential Banking and PSU Debt Fund - Direct Plan - Weekly IDCW,,,,Mutual Fund,,Debt
INF109K013A0,ICICI Prudential Banking and PSU Debt Fund - Direct Plan - Weekly IDCW Payout,,,,Mutual Fund,,Debt
INF109K01P32,ICICI Prudential Floating Interest Fund - Direct Plan - Others IDCW,,,,Mutual Fund,,Debt
INF109K01P65,ICICI Prudential Floating Interest Fund - Direct Plan - Others IDCW Payout,,,,Mutual Fund,,Debt
INF109K015E7,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,,,,Mutual Fund,,Debt
INF109K014E0,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Debt
INF109K013E2,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,,,,Mutual Fund,,Debt
INF109K018E1,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K017E3,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Debt
INF109K016E5,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,,,,Mutual Fund,,Debt
INF109K015Y5,ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW,,,,Mutual Fund,,Debt
INF109K016Y3,ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW Payout,,,,Mutual Fund,,Debt
INF109K017Y1,ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K018Y9,ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K019Y7,ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109K017Z8,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Debt
INF109K018Z6,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Debt
INF109K019Z4,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Debt
INF109KA1N20,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW,,,,Mutual Fund,,Debt
INF109KA1N38,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Payout,,,,Mutual Fund,,Debt
INF109KC1Y15,ICICI Prudential Passive Multi-Asset Fund of Funds Direct Plan Growth,,,,Mutual Fund,,Debt
INF109KC1Y31,ICICI Prudential Passive Multi-Asset Fund of Funds Direct Plan IDCW,,,,Mutual Fund,,Debt
INF109KC1Y23,ICICI Prudential Passive Multi-Asset Fund of Funds Direct Plan IDCW Payout,,,,Mutual Fund,,Debt
INF109K01811,ICICI Prudential Income Optimizer Fund (FOF) - Growth,,,,Mutual Fund,,Debt
INF109K01829,ICICI Prudential Income Optimizer Fund (FOF) - IDCW,,,,Mutual Fund,,Debt
INF109K01EB9,ICICI Prudential Income Optimizer Fund (FOF) - IDCW Payout,,,,Mutual Fund,,Debt
INF109K01837,ICICI Prudential Asset Allocator Fund (FOF) - Growth,,,,Mutual Fund,,Debt
INF109K01845,ICICI Prudential Asset Allocator Fund (FOF) - IDCW,,,,Mutual Fund,,Debt
INF109K01852,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,,,,Mutual Fund,,Debt
INF109K01860,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,,,,Mutual Fund,,Debt
INF109K01878,ICICI Prudential Debt Management Fund (FOF) - Growth,,,,Mutual Fund,,Debt
INF109K01886,ICICI Prudential Debt Management Fund (FOF) - IDCW,,,,Mutual Fund,,Debt
INF194K01987,IDFC Asset Allocation Fund of Funds-Conservative Plan-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01995,IDFC Asset Allocation Fund of Funds-Conservative Plan-IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01AA1,IDFC Asset Allocation Fund of Funds-Conservative Plan-IDCW-(Regular Plan)-Reinvest,,,,Mutual Fund,,Debt
INF194K01AB9,IDFC Asset Allocation Fund of Funds-Moderate Plan-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01AC7,IDFC Asset Allocation Fund of Funds-Moderate Plan-IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01953,IDFC Asset Allocation Fund of Funds-Aggressive Plan-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01961,IDFC Asset Allocation Fund of Funds-Aggressive Plan-IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01979,IDFC Asset Allocation Fund of Funds-Aggressive Plan-IDCW-(Regular Plan)-Reinvest,,,,Mutual Fund,,Debt
INF194K01SM8,IDFC All Seasons Bond Fund-Fortnightly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01I29,IDFC Low Duration Fund-Periodic IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01I37,IDFC Low Duration Fund-Periodic IDCW-(Regular Plan)-Exchange,,,,Mutual Fund,,Debt
INF194K01SN6,IDFC Banking & PSU Debt Fund-Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194K01SO4,IDFC Banking & PSU Debt Fund-Regular Plan-IDCW,,,,Mutual Fund,,Debt
INF194K012D2,IDFC Banking & PSU Debt Fund-Regular Plan-IDCW,,,,Mutual Fund,,Debt
INF194K014M9,IDFC Banking & PSU Debt Fund-Regular Plan-Quarterly-IDCW,,,,Mutual Fund,,Debt
INF194K015M6,IDFC Banking & PSU Debt Fund-Regular Plan-Annual-IDCW,,,,Mutual Fund,,Debt
INF194KA1L81,IDFC Corporate Bond Fund Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194KA1L99,IDFC Corporate Bond Fund Regular Plan - Periodic IDCW,,,,Mutual Fund,,Debt
INF194KA15K0,IDFC Bond Fund - Short Term Plan- Annual IDCW (Reg Plan),,,,Mutual Fund,,Debt
INF194KA12K7,IDFC Bond Fund - Short Term Plan- Quarterly IDCW ( Reg Plan),,,,Mutual Fund,,Debt
INF194KA13K5,IDFC Bond Fund - Short Term Plan- Quarterly IDCW ( Reg Plan),,,,Mutual Fund,,Debt
INF194KB1AP5,IDFC Floating Rate Fund Regular Plan-Growth,,,,Mutual Fund,,Debt
INF194KB1AQ3,IDFC Floating Rate Fund Regular Plan-Daily IDCW,,,,Mutual Fund,,Debt
INF194KB1AR1,IDFC Floating Rate Fund Regular Plan-Weekly IDCW,,,,Mutual Fund,,Debt
INF194KB1AS9,IDFC Floating Rate Fund Regular Plan-Monthly IDCW,,,,Mutual Fund,,Debt
INF194KB1AT7,IDFC Floating Rate Fund Regular Plan-Monthly IDCW (Reinvestment),,,,Mutual Fund,,Debt
INF194KB1AU5,IDFC Floating Rate Fund Regular Plan-Quarterly IDCW,,,,Mutual Fund,,Debt
INF194KB1AV3,IDFC Floating Rate Fund Regular Plan-Quarterly IDCW (Reinvestment),,,,Mutual Fund,,Debt
INF194KB1AW1,IDFC Floating Rate Fund Regular Plan- Periodic IDCW,,,,Mutual Fund,,Debt
INF194KB1AX9,IDFC Floating Rate Fund Regular Plan- Periodic IDCW (Reinvestment),,,,Mutual Fund,,Debt
INF194KB1AY7,IDFC Floating Rate Fund Regular Plan-Annual IDCW,,,,Mutual Fund,,Debt
INF194KB1AZ4,IDFC Floating Rate Fund Regular Plan-Annual IDCW (Reinvestment),,,,Mutual Fund,,Debt
INF194K01SE5,IDFC All Seasons Bond Fund-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01SK2,IDFC All Seasons Bond Fund-Quarterly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01SJ4,IDFC All Seasons Bond Fund-Quarterly IDCW-(Regular Plan)-Reinvest,,,,Mutual Fund,,Debt
INF194K01SI6,IDFC All Seasons Bond Fund-Half Yearly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01SH8,IDFC All Seasons Bond Fund-Half Yearly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01SG0,IDFC All Seasons Bond Fund-Annual IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01SF2,IDFC All Seasons Bond Fund-Annual IDCW-(Regular Plan)-Reinvest,,,,Mutual Fund,,Debt
INF194K01FU8,IDFC Low Duration Fund-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01FV6,IDFC Low Duration Fund-Daily IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01FZ7,IDFC Low Duration Fund-Monthly IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01FY0,IDFC Low Duration Fund-Monthly IDCW-(Regular Plan)-Reinv-Exch,,,,Mutual Fund,,Debt
INF194K01QG4,IDFC Dynamic Bond Fund-Growth-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01QO8,IDFC Dynamic Bond Fund-IDCW-(Regular Plan),,,,Mutual Fund,,Debt
INF194K01QN0,IDFC Dynamic Bond Fund-IDCW-(Regular Plan)-Reinv-Exch,,,,Mutual Fund,,Debt
INF194K012B6,IDFC Asset Allocation Fund of Funds-Aggressive Plan-Growth-(Direct Plan),,,,Mutual Fund,,Debt
INF194K013B4,IDFC Asset Allocation Fund of Funds-Aggressive Plan-IDCW-(Direct Plan),,,,Mutual Fund,,Debt
INF194K014B2,IDFC Asset Allocation Fund of Funds-Aggressive Plan-IDCW-(Direct Plan),,,,Mutual Fund,,Debt
INF194K015G8,IDFC Banking & PSU Debt Fund-Direct Plan-Growth,,,,Mutual Fund,,Debt
INF194KA12L5,IDFC Bond Fund - Short Term Plan- Annual IDCW ( Direct Plan)-Reinvest,,,,Mutual Fund,,Debt
